2019-05-05 14:05:32 INFO  HomePage:29 - # Verified Unibet logo is displayed in page
2019-05-05 14:07:55 INFO  SearchResultPage:74 - # Verifying searched text 'Poker' is present in paragraph 'caught between casino games and poker? the struggle is real, but with unibet’s new jackpot sit & go game, you can enjoy a perfect hybrid of the two with its newly released game hexapro.   the main idea behind hexapro is to introduce a game where players can enjoy the best of both worlds. when playing hexapro, players can be part of the action experienced during a game of , in this case texas hold’em, together with the thrill of winning a huge jackpot.'
2019-05-05 14:07:55 INFO  SearchResultPage:74 - # Verifying searched text 'Poker' is present in paragraph 'david lappin, unibet poker ambassador, said: “i’m incredibly excited about the launch of unibet’s new hexapro jackpot sit & gos. this is a very exciting way to play poker with huge prizes up for grabs. this will be a fast-paced fun way to enjoy all the thrills of texas hold’em and, as you never know what the multiplier is going to be, there’s a lot of added excitement thrown in.'
2019-05-05 14:07:56 INFO  SearchResultPage:74 - # Verifying searched text 'Poker' is present in paragraph 'but where’s the fun in not questioning something despite what the statistics say? for the professional pokers and prodders, good news is not great news and a dig for dirt is never far away – especially when millions of pounds are involved. type fabinho’s name into google right now and you won’t have to scroll far to find news pieces constructed from jürgen klopp quotes about why the £40million summer signing from monaco is yet to play for liverpool this season. it’s a question the manager has fielded over and over – and a line that only intensified when the brazilian found himself not only not on the pitch but also not even in the match-day squad three times out of four so far.'
2019-05-05 14:07:56 INFO  SearchResultPage:74 - # Verifying searched text 'Poker' is present in paragraph 'cagliari grabbed a ‘poker’ of their own as they thumped genoa 4-1 at the weekend, and have now scored eight times in their last two home matches. incredibly, though, that is one more than they have managed in 10 away fixtures. i am not convinced that they will be the first team to score past roma in 2017.'
2019-05-05 14:07:56 INFO  SearchResultPage:74 - # Verifying searched text 'Poker' is present in paragraph 'chelsea, city and liverpool all playing poker over the dutchman’s future as the noughts rack up on his value. the boardroom bean counters down at st mary’s must have been aroused in anticipation. now, stung by the dream scenario sailing down the swanny, they’ve swiped back at big, bad liverpool.'
2019-05-05 14:09:05 INFO  HomePage:29 - # Verified Unibet logo is displayed in page
2019-05-05 14:09:06 INFO  HomePage:35 - # Clicked on OK button to allow cookie collection
2019-05-05 14:09:08 INFO  HomePage:40 - # Clicked on Blog Menu button to view options
2019-05-05 14:09:14 INFO  HomePage:47 - # Performed search for string: Prerna
2019-05-05 14:09:14 INFO  SearchResultPage:35 - # Verified search result page has been loaded successfully
2019-05-05 14:09:14 INFO  SearchResultPage:40 - # Verifying searched text 'Prerna' is present in the blog
2019-05-05 14:09:15 INFO  SearchResultPage:46 - # Verifying 'No search results' is being displayed on screen
2019-05-05 14:09:16 INFO  SearchResultPage:52 - # Entered search text 'Poker'
2019-05-05 14:09:17 INFO  SearchResultPage:60 - # Verifying searched text 'Poker' is present auto-suggestion 'for the professional pokers and prodders'
2019-05-05 14:09:17 INFO  SearchResultPage:60 - # Verifying searched text 'Poker' is present auto-suggestion 'cagliari grabbed a ‘poker’ of their own as they thumped genoa 4-1 at the weekend'
2019-05-05 14:09:18 INFO  SearchResultPage:60 - # Verifying searched text 'Poker' is present auto-suggestion 'unibet poker ambassador'
2019-05-05 14:09:18 INFO  SearchResultPage:60 - # Verifying searched text 'Poker' is present auto-suggestion 'city and liverpool all playing poker over the dutchman’s future as the noughts rack up on his value'
2019-05-05 14:09:18 INFO  SearchResultPage:60 - # Verifying searched text 'Poker' is present auto-suggestion 'their poker face worked though'
2019-05-05 14:09:19 INFO  SearchResultPage:82 - # Clicked on auto-suggestion
2019-05-05 14:09:21 INFO  BlogPage:30 - # Verified blog page has been loaded successfully
2019-05-05 14:09:22 INFO  BlogPage:43 - # Verifying blog paragraph being displayed has search string: Poker
2019-05-06 20:44:17 INFO  HomePage:28 - # Verified Unibet logo is displayed in page
2019-05-06 20:44:18 INFO  HomePage:34 - # Clicked on OK button to allow cookie collection
2019-05-06 20:44:20 INFO  HomePage:39 - # Clicked on Blog Menu button to view options
2019-05-06 20:44:26 INFO  HomePage:46 - # Performed search for string: Poker
2019-05-06 20:44:27 INFO  SearchResultPage:33 - # Verified search result page has been loaded successfully
2019-05-06 20:44:27 INFO  SearchResultPage:38 - # Verifying searched text 'Poker' is present in the blog
2019-05-06 20:44:27 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'back in january, a bizarre moment of tv camera jiggery-pokery made it briefly look like jurgen klopp had made xherdan shaqiri disappear in the aftermath of the fa cup defeat to wolves. the how-did-that-happen moment was quickly shared online to capture the clicks but since then itâ€™s a snapshot that has taken on added meaning as the swiss international has been notable by his absence for liverpool. sundayâ€™s attritional stalemate at everton was a case in point.'
2019-05-06 20:44:27 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'i like poker school, but he probably had a hard enough race at sandown last saturday. charbel and top notch both carry 6lb penalties in the 32red casino chase at 2.05pm and, as impressive as the former was at huntingdon, i fancy top notch.'
2019-05-06 20:44:28 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'com/promotions/poker-promotions/jackpot-mania  '
2019-05-06 20:44:28 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'caught between casino games and poker? the struggle is real, but with unibetâ€™s new jackpot sit & go game, you can enjoy a perfect hybrid of the two with its newly released game hexapro.   the main idea behind hexapro is to introduce a game where players can enjoy the best of both worlds. when playing hexapro, players can be part of the action experienced during a game of , in this case texas holdâ€™em, together with the thrill of winning a huge jackpot.'
2019-05-06 20:44:28 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'david lappin, unibet poker ambassador, said: â€œiâ€™m incredibly excited about the launch of unibetâ€™s new hexapro jackpot sit & gos. this is a very exciting way to play poker with huge prizes up for grabs. this will be a fast-paced fun way to enjoy all the thrills of texas holdâ€™em and, as you never know what the multiplier is going to be, thereâ€™s a lot of added excitement thrown in.'
2019-05-06 20:44:28 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'but whereâ€™s the fun in not questioning something despite what the statistics say? for the professional pokers and prodders, good news is not great news and a dig for dirt is never far away â€“ especially when millions of pounds are involved. type fabinhoâ€™s name into google right now and you wonâ€™t have to scroll far to find news pieces constructed from jÃ¼rgen klopp quotes about why the Â£40million summer signing from monaco is yet to play for liverpool this season. itâ€™s a question the manager has fielded over and over â€“ and a line that only intensified when the brazilian found himself not only not on the pitch but also not even in the match-day squad three times out of four so far.'
2019-05-06 20:44:28 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'cagliari grabbed a â€˜pokerâ€™ of their own as they thumped genoa 4-1 at the weekend, and have now scored eight times in their last two home matches. incredibly, though, that is one more than they have managed in 10 away fixtures. i am not convinced that they will be the first team to score past roma in 2017.'
2019-05-06 20:44:28 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'chelsea, city and liverpool all playing poker over the dutchmanâ€™s future as the noughts rack up on his value. the boardroom bean counters down at st maryâ€™s must have been aroused in anticipation. now, stung by the dream scenario sailing down the swanny, theyâ€™ve swiped back at big, bad liverpool.'
2019-05-06 20:45:34 INFO  HomePage:28 - # Verified Unibet logo is displayed in page
2019-05-06 20:45:35 INFO  HomePage:34 - # Clicked on OK button to allow cookie collection
2019-05-06 20:45:36 INFO  HomePage:39 - # Clicked on Blog Menu button to view options
2019-05-06 20:45:41 INFO  HomePage:46 - # Performed search for string: Prerna
2019-05-06 20:45:42 INFO  SearchResultPage:33 - # Verified search result page has been loaded successfully
2019-05-06 20:45:42 INFO  SearchResultPage:38 - # Verifying searched text 'Prerna' is present in the blog
2019-05-06 20:45:42 INFO  SearchResultPage:44 - # Verifying 'No search results' is being displayed on screen
2019-05-06 20:46:19 INFO  HomePage:28 - # Verified Unibet logo is displayed in page
2019-05-06 20:46:20 INFO  HomePage:34 - # Clicked on OK button to allow cookie collection
2019-05-06 20:46:22 INFO  HomePage:39 - # Clicked on Blog Menu button to view options
2019-05-06 20:46:26 INFO  HomePage:46 - # Performed search for string: Poker
2019-05-06 20:46:27 INFO  SearchResultPage:33 - # Verified search result page has been loaded successfully
2019-05-06 20:46:27 INFO  SearchResultPage:38 - # Verifying searched text 'Poker' is present in the blog
2019-05-06 20:46:28 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'back in january, a bizarre moment of tv camera jiggery-pokery made it briefly look like jurgen klopp had made xherdan shaqiri disappear in the aftermath of the fa cup defeat to wolves. the how-did-that-happen moment was quickly shared online to capture the clicks but since then itâ€™s a snapshot that has taken on added meaning as the swiss international has been notable by his absence for liverpool. sundayâ€™s attritional stalemate at everton was a case in point.'
2019-05-06 20:46:28 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'i like poker school, but he probably had a hard enough race at sandown last saturday. charbel and top notch both carry 6lb penalties in the 32red casino chase at 2.05pm and, as impressive as the former was at huntingdon, i fancy top notch.'
2019-05-06 20:46:28 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'com/promotions/poker-promotions/jackpot-mania  '
2019-05-06 20:46:28 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'caught between casino games and poker? the struggle is real, but with unibetâ€™s new jackpot sit & go game, you can enjoy a perfect hybrid of the two with its newly released game hexapro.   the main idea behind hexapro is to introduce a game where players can enjoy the best of both worlds. when playing hexapro, players can be part of the action experienced during a game of , in this case texas holdâ€™em, together with the thrill of winning a huge jackpot.'
2019-05-06 20:46:28 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'david lappin, unibet poker ambassador, said: â€œiâ€™m incredibly excited about the launch of unibetâ€™s new hexapro jackpot sit & gos. this is a very exciting way to play poker with huge prizes up for grabs. this will be a fast-paced fun way to enjoy all the thrills of texas holdâ€™em and, as you never know what the multiplier is going to be, thereâ€™s a lot of added excitement thrown in.'
2019-05-06 20:46:28 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'but whereâ€™s the fun in not questioning something despite what the statistics say? for the professional pokers and prodders, good news is not great news and a dig for dirt is never far away â€“ especially when millions of pounds are involved. type fabinhoâ€™s name into google right now and you wonâ€™t have to scroll far to find news pieces constructed from jÃ¼rgen klopp quotes about why the Â£40million summer signing from monaco is yet to play for liverpool this season. itâ€™s a question the manager has fielded over and over â€“ and a line that only intensified when the brazilian found himself not only not on the pitch but also not even in the match-day squad three times out of four so far.'
2019-05-06 20:46:29 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'cagliari grabbed a â€˜pokerâ€™ of their own as they thumped genoa 4-1 at the weekend, and have now scored eight times in their last two home matches. incredibly, though, that is one more than they have managed in 10 away fixtures. i am not convinced that they will be the first team to score past roma in 2017.'
2019-05-06 20:46:29 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'chelsea, city and liverpool all playing poker over the dutchmanâ€™s future as the noughts rack up on his value. the boardroom bean counters down at st maryâ€™s must have been aroused in anticipation. now, stung by the dream scenario sailing down the swanny, theyâ€™ve swiped back at big, bad liverpool.'
2019-05-06 20:47:07 INFO  HomePage:28 - # Verified Unibet logo is displayed in page
2019-05-06 20:47:08 INFO  HomePage:34 - # Clicked on OK button to allow cookie collection
2019-05-06 20:47:10 INFO  HomePage:39 - # Clicked on Blog Menu button to view options
2019-05-06 20:47:15 INFO  HomePage:46 - # Performed search for string: Prerna
2019-05-06 20:47:15 INFO  SearchResultPage:33 - # Verified search result page has been loaded successfully
2019-05-06 20:47:15 INFO  SearchResultPage:38 - # Verifying searched text 'Prerna' is present in the blog
2019-05-06 20:47:16 INFO  SearchResultPage:44 - # Verifying 'No search results' is being displayed on screen
2019-05-06 20:47:18 INFO  SearchResultPage:50 - # Entered search text 'Poker'
2019-05-06 20:47:19 INFO  SearchResultPage:58 - # Verifying searched text 'Poker' is present auto-suggestion 'for the professional pokers and prodders'
2019-05-06 20:47:19 INFO  SearchResultPage:58 - # Verifying searched text 'Poker' is present auto-suggestion 'cagliari grabbed a â€˜pokerâ€™ of their own as they thumped genoa 4-1 at the weekend'
2019-05-06 20:47:19 INFO  SearchResultPage:58 - # Verifying searched text 'Poker' is present auto-suggestion 'unibet poker ambassador'
2019-05-06 20:47:19 INFO  SearchResultPage:58 - # Verifying searched text 'Poker' is present auto-suggestion 'city and liverpool all playing poker over the dutchmanâ€™s future as the noughts rack up on his value'
2019-05-06 20:47:19 INFO  SearchResultPage:58 - # Verifying searched text 'Poker' is present auto-suggestion 'their poker face worked though'
2019-05-06 20:47:21 INFO  SearchResultPage:77 - # Clicked on auto-suggestion
2019-05-06 20:47:24 INFO  BlogPage:29 - # Verified blog page has been loaded successfully
2019-05-06 20:47:26 INFO  BlogPage:42 - # Verifying blog paragraph being displayed has search string: Poker
2019-05-06 20:48:40 INFO  HomePage:28 - # Verified Unibet logo is displayed in page
2019-05-06 20:48:40 INFO  HomePage:34 - # Clicked on OK button to allow cookie collection
2019-05-06 20:48:42 INFO  HomePage:39 - # Clicked on Blog Menu button to view options
2019-05-06 20:48:47 INFO  HomePage:46 - # Performed search for string: Prerna
2019-05-06 20:48:47 INFO  SearchResultPage:33 - # Verified search result page has been loaded successfully
2019-05-06 20:48:47 INFO  SearchResultPage:38 - # Verifying searched text 'Prerna' is present in the blog
2019-05-06 20:48:48 INFO  SearchResultPage:44 - # Verifying 'No search results' is being displayed on screen
2019-05-06 20:49:24 INFO  HomePage:28 - # Verified Unibet logo is displayed in page
2019-05-06 20:49:25 INFO  HomePage:34 - # Clicked on OK button to allow cookie collection
2019-05-06 20:49:26 INFO  HomePage:39 - # Clicked on Blog Menu button to view options
2019-05-06 20:49:31 INFO  HomePage:46 - # Performed search for string: Poker
2019-05-06 20:49:31 INFO  SearchResultPage:33 - # Verified search result page has been loaded successfully
2019-05-06 20:49:32 INFO  SearchResultPage:38 - # Verifying searched text 'Poker' is present in the blog
2019-05-06 20:49:32 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'back in january, a bizarre moment of tv camera jiggery-pokery made it briefly look like jurgen klopp had made xherdan shaqiri disappear in the aftermath of the fa cup defeat to wolves. the how-did-that-happen moment was quickly shared online to capture the clicks but since then it’s a snapshot that has taken on added meaning as the swiss international has been notable by his absence for liverpool. sunday’s attritional stalemate at everton was a case in point.'
2019-05-06 20:49:32 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'i like poker school, but he probably had a hard enough race at sandown last saturday. charbel and top notch both carry 6lb penalties in the 32red casino chase at 2.05pm and, as impressive as the former was at huntingdon, i fancy top notch.'
2019-05-06 20:49:32 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'com/promotions/poker-promotions/jackpot-mania  '
2019-05-06 20:49:32 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'caught between casino games and poker? the struggle is real, but with unibet’s new jackpot sit & go game, you can enjoy a perfect hybrid of the two with its newly released game hexapro.   the main idea behind hexapro is to introduce a game where players can enjoy the best of both worlds. when playing hexapro, players can be part of the action experienced during a game of , in this case texas hold’em, together with the thrill of winning a huge jackpot.'
2019-05-06 20:49:32 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'david lappin, unibet poker ambassador, said: “i’m incredibly excited about the launch of unibet’s new hexapro jackpot sit & gos. this is a very exciting way to play poker with huge prizes up for grabs. this will be a fast-paced fun way to enjoy all the thrills of texas hold’em and, as you never know what the multiplier is going to be, there’s a lot of added excitement thrown in.'
2019-05-06 20:49:33 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'but where’s the fun in not questioning something despite what the statistics say? for the professional pokers and prodders, good news is not great news and a dig for dirt is never far away – especially when millions of pounds are involved. type fabinho’s name into google right now and you won’t have to scroll far to find news pieces constructed from jürgen klopp quotes about why the £40million summer signing from monaco is yet to play for liverpool this season. it’s a question the manager has fielded over and over – and a line that only intensified when the brazilian found himself not only not on the pitch but also not even in the match-day squad three times out of four so far.'
2019-05-06 20:49:33 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'cagliari grabbed a ‘poker’ of their own as they thumped genoa 4-1 at the weekend, and have now scored eight times in their last two home matches. incredibly, though, that is one more than they have managed in 10 away fixtures. i am not convinced that they will be the first team to score past roma in 2017.'
2019-05-06 20:49:33 INFO  SearchResultPage:68 - # Verifying searched text 'Poker' is present in paragraph 'chelsea, city and liverpool all playing poker over the dutchman’s future as the noughts rack up on his value. the boardroom bean counters down at st mary’s must have been aroused in anticipation. now, stung by the dream scenario sailing down the swanny, they’ve swiped back at big, bad liverpool.'
2019-05-06 20:50:10 INFO  HomePage:28 - # Verified Unibet logo is displayed in page
2019-05-06 20:50:11 INFO  HomePage:34 - # Clicked on OK button to allow cookie collection
2019-05-06 20:50:13 INFO  HomePage:39 - # Clicked on Blog Menu button to view options
2019-05-06 20:50:18 INFO  HomePage:46 - # Performed search for string: Prerna
2019-05-06 20:50:18 INFO  SearchResultPage:33 - # Verified search result page has been loaded successfully
2019-05-06 20:50:18 INFO  SearchResultPage:38 - # Verifying searched text 'Prerna' is present in the blog
2019-05-06 20:50:19 INFO  SearchResultPage:44 - # Verifying 'No search results' is being displayed on screen
2019-05-06 20:50:20 INFO  SearchResultPage:50 - # Entered search text 'Poker'
2019-05-06 20:50:22 INFO  SearchResultPage:58 - # Verifying searched text 'Poker' is present auto-suggestion 'for the professional pokers and prodders'
2019-05-06 20:50:22 INFO  SearchResultPage:58 - # Verifying searched text 'Poker' is present auto-suggestion 'cagliari grabbed a ‘poker’ of their own as they thumped genoa 4-1 at the weekend'
2019-05-06 20:50:22 INFO  SearchResultPage:58 - # Verifying searched text 'Poker' is present auto-suggestion 'unibet poker ambassador'
2019-05-06 20:50:22 INFO  SearchResultPage:58 - # Verifying searched text 'Poker' is present auto-suggestion 'city and liverpool all playing poker over the dutchman’s future as the noughts rack up on his value'
2019-05-06 20:50:22 INFO  SearchResultPage:58 - # Verifying searched text 'Poker' is present auto-suggestion 'their poker face worked though'
2019-05-06 20:50:24 INFO  SearchResultPage:77 - # Clicked on auto-suggestion
2019-05-06 20:50:27 INFO  BlogPage:29 - # Verified blog page has been loaded successfully
2019-05-06 20:50:28 INFO  BlogPage:42 - # Verifying blog paragraph being displayed has search string: Poker
